,pitch_name
1452,Split-Finger
1453,4-Seam Fastball
1454,Curveball
1455,Cutter
1456,4-Seam Fastball
1457,Split-Finger
1458,Curveball
1459,Cutter
1460,4-Seam Fastball
1461,Split-Finger
1462,Split-Finger
1463,4-Seam Fastball
1464,4-Seam Fastball
1465,Split-Finger
1466,Slider
1467,Split-Finger
1468,4-Seam Fastball
1469,4-Seam Fastball
1470,Split-Finger
1471,4-Seam Fastball
1472,Cutter
1473,Split-Finger
1474,Curveball
1475,4-Seam Fastball
1476,Curveball
1477,Split-Finger
1478,4-Seam Fastball
1479,Split-Finger
1480,Cutter
1481,4-Seam Fastball
1482,Split-Finger
1483,4-Seam Fastball
1484,Split-Finger
1485,Curveball
1486,Split-Finger
1487,Split-Finger
1488,4-Seam Fastball
1489,Curveball
1490,Cutter
1491,4-Seam Fastball
1492,Curveball
1493,Cutter
1494,Split-Finger
1495,4-Seam Fastball
1496,Curveball
1497,Split-Finger
1498,Cutter
1499,Cutter
1500,Split-Finger
1501,Cutter
1502,Split-Finger
1503,Curveball
1504,4-Seam Fastball
1505,Split-Finger
1506,Split-Finger
1507,4-Seam Fastball
1508,Cutter
1509,Curveball
1510,4-Seam Fastball
1511,4-Seam Fastball
1512,Split-Finger
1513,Cutter
1514,4-Seam Fastball
1515,4-Seam Fastball
1516,4-Seam Fastball
1517,4-Seam Fastball
1518,Split-Finger
1519,Cutter
1520,4-Seam Fastball
1521,4-Seam Fastball
1522,Split-Finger
1523,4-Seam Fastball
1524,Curveball
1525,Split-Finger
1526,Split-Finger
1527,4-Seam Fastball
1528,4-Seam Fastball
1529,4-Seam Fastball
1530,Split-Finger
1531,Cutter
1532,4-Seam Fastball
1533,4-Seam Fastball
1534,4-Seam Fastball
1535,4-Seam Fastball
1536,Cutter
1537,Cutter
1538,Split-Finger
1539,Curveball
1540,Cutter
1541,4-Seam Fastball
1542,Split-Finger
1543,Curveball
1544,4-Seam Fastball
1545,Cutter
1546,Split-Finger
1547,Split-Finger
1548,Curveball
1549,4-Seam Fastball
1550,Split-Finger
1551,4-Seam Fastball
1552,4-Seam Fastball
1553,Cutter
1554,Curveball
1555,4-Seam Fastball
1556,Cutter
1557,4-Seam Fastball
1558,Split-Finger
1559,Curveball
1560,4-Seam Fastball
1561,Curveball
1562,4-Seam Fastball
1563,4-Seam Fastball
1564,Curveball
1565,Curveball
1566,4-Seam Fastball
1567,4-Seam Fastball
1568,Split-Finger
1569,4-Seam Fastball
1570,Curveball
1571,Cutter
1572,Cutter
1573,4-Seam Fastball
1574,4-Seam Fastball
1575,Curveball
1576,4-Seam Fastball
1577,Cutter
1578,4-Seam Fastball
1579,4-Seam Fastball
1580,4-Seam Fastball
1581,4-Seam Fastball
1582,4-Seam Fastball
1583,4-Seam Fastball
1584,Split-Finger
1585,Curveball
1586,Cutter
1587,4-Seam Fastball
1588,4-Seam Fastball
1589,4-Seam Fastball
1590,4-Seam Fastball
1591,4-Seam Fastball
1592,4-Seam Fastball
1593,Curveball
1594,4-Seam Fastball
1595,4-Seam Fastball
1596,4-Seam Fastball
1597,Cutter
1598,4-Seam Fastball
1599,Cutter
1600,Split-Finger
1601,Curveball
1602,Cutter
1603,Split-Finger
1604,Split-Finger
1605,Cutter
1606,Split-Finger
1607,Split-Finger
1608,Split-Finger
1609,4-Seam Fastball
1610,4-Seam Fastball
1611,4-Seam Fastball
1612,Split-Finger
1613,4-Seam Fastball
1614,Split-Finger
1615,4-Seam Fastball
1616,4-Seam Fastball
1617,4-Seam Fastball
1618,4-Seam Fastball
1619,4-Seam Fastball
1620,4-Seam Fastball
1621,Cutter
1622,4-Seam Fastball
1623,4-Seam Fastball
1624,4-Seam Fastball
1625,4-Seam Fastball
1626,Split-Finger
1627,Split-Finger
1628,4-Seam Fastball
1629,Split-Finger
1630,Cutter
1631,Split-Finger
1632,Split-Finger
1633,Split-Finger
1634,4-Seam Fastball
1635,Split-Finger
1636,Curveball
1637,Cutter
1638,Split-Finger
1639,4-Seam Fastball
1640,Split-Finger
1641,Split-Finger
1642,4-Seam Fastball
1643,Curveball
1644,Curveball
1645,4-Seam Fastball
1646,Curveball
1647,Split-Finger
1648,Curveball
1649,4-Seam Fastball
1650,Split-Finger
1651,Cutter
1652,Split-Finger
1653,Cutter
1654,4-Seam Fastball
1655,Split-Finger
1656,Cutter
1657,Curveball
1658,4-Seam Fastball
1659,Cutter
1660,4-Seam Fastball
1661,Split-Finger
1662,Cutter
1663,Curveball
1664,4-Seam Fastball
1665,Cutter
1666,Split-Finger
1667,Split-Finger
1668,4-Seam Fastball
1669,Split-Finger
1670,Cutter
1671,Curveball
1672,Cutter
1673,Split-Finger
1674,Slider
1675,4-Seam Fastball
1676,Curveball
1677,4-Seam Fastball
1678,Split-Finger
1679,Cutter
1680,4-Seam Fastball
1681,Cutter
1682,Cutter
1683,4-Seam Fastball
1684,Curveball
1685,Split-Finger
1686,Cutter
1687,4-Seam Fastball
1688,Split-Finger
1689,Cutter
1690,4-Seam Fastball
1691,Split-Finger
1692,4-Seam Fastball
1693,4-Seam Fastball
1694,Curveball
1695,Curveball
1696,4-Seam Fastball
1697,Split-Finger
1698,Split-Finger
1699,4-Seam Fastball
1700,4-Seam Fastball
1701,Curveball
1702,Cutter
1703,4-Seam Fastball
1704,Split-Finger
1705,Cutter
1706,Cutter
1707,4-Seam Fastball
1708,Cutter
1709,4-Seam Fastball
1710,Split-Finger
1711,Curveball
1712,4-Seam Fastball
1713,Split-Finger
1714,Split-Finger
1715,Split-Finger
1716,Slider
1717,Cutter
1718,4-Seam Fastball
1719,4-Seam Fastball
1720,4-Seam Fastball
1721,4-Seam Fastball
1722,Curveball
1723,Cutter
1724,Split-Finger
1725,Curveball
1726,Split-Finger
1727,4-Seam Fastball
1728,Split-Finger
1729,4-Seam Fastball
1730,4-Seam Fastball
1731,Cutter
1732,4-Seam Fastball
1733,Curveball
1734,Cutter
1735,Split-Finger
1736,Cutter
1737,Cutter
1738,4-Seam Fastball
1739,Split-Finger
1740,4-Seam Fastball
1741,4-Seam Fastball
1742,Split-Finger
1743,Split-Finger
1744,4-Seam Fastball
1745,Split-Finger
1746,Split-Finger
1747,Split-Finger
1748,Split-Finger
1749,Cutter
1750,Split-Finger
1751,Curveball
1752,4-Seam Fastball
1753,Split-Finger
1754,Cutter
1755,Split-Finger
1756,4-Seam Fastball
1757,Split-Finger
1758,Split-Finger
1759,Split-Finger
1760,Cutter
1761,Split-Finger
1762,4-Seam Fastball
1763,Split-Finger
1764,Cutter
1765,Cutter
1766,4-Seam Fastball
1767,Cutter
1768,Split-Finger
1769,Split-Finger
1770,Cutter
1771,Split-Finger
1772,Curveball
1773,4-Seam Fastball
1774,Curveball
1775,4-Seam Fastball
1776,4-Seam Fastball
1777,4-Seam Fastball
1778,Split-Finger
1779,Cutter
1780,Split-Finger
1781,4-Seam Fastball
1782,Cutter
1783,4-Seam Fastball
1784,4-Seam Fastball
1785,Curveball
1786,Cutter
1787,4-Seam Fastball
1788,Split-Finger
1789,Cutter
1790,Curveball
1791,4-Seam Fastball
1792,4-Seam Fastball
1793,4-Seam Fastball
1794,Cutter
1795,Split-Finger
1796,Curveball
1797,Split-Finger
1798,Curveball
1799,4-Seam Fastball
1800,Split-Finger
1801,Cutter
1802,4-Seam Fastball
1803,4-Seam Fastball
1804,4-Seam Fastball
1805,Split-Finger
1806,4-Seam Fastball
1807,Split-Finger
1808,Split-Finger
1809,Split-Finger
1810,4-Seam Fastball
1811,Split-Finger
1812,Split-Finger
1813,Cutter
1814,4-Seam Fastball
1815,Curveball
1816,Split-Finger
1817,Split-Finger
1818,Curveball
1819,4-Seam Fastball
1820,4-Seam Fastball
1821,4-Seam Fastball
1822,Split-Finger
1823,Cutter
1824,Split-Finger
1825,4-Seam Fastball
1826,4-Seam Fastball
1827,Cutter
1828,Cutter
1829,Split-Finger
1830,4-Seam Fastball
1831,Cutter
1832,4-Seam Fastball
1833,4-Seam Fastball
1834,Cutter
1835,Slider
1836,4-Seam Fastball
1837,Slider
1838,Curveball
1839,Split-Finger
1840,Split-Finger
1841,4-Seam Fastball
1842,Split-Finger
1843,4-Seam Fastball
1844,Split-Finger
1845,4-Seam Fastball
1846,Cutter
1847,Split-Finger
1848,4-Seam Fastball
1849,4-Seam Fastball
1850,Split-Finger
1851,4-Seam Fastball
1852,4-Seam Fastball
1853,Split-Finger
1854,Split-Finger
1855,Split-Finger
1856,4-Seam Fastball
1857,4-Seam Fastball
1858,Split-Finger
1859,4-Seam Fastball
1860,Split-Finger
1861,4-Seam Fastball
1862,4-Seam Fastball
1863,4-Seam Fastball
1864,Curveball
1865,4-Seam Fastball
1866,4-Seam Fastball
1867,Curveball
1868,Curveball
1869,4-Seam Fastball
1870,Cutter
1871,Split-Finger
1872,4-Seam Fastball
1873,Split-Finger
1874,4-Seam Fastball
1875,Cutter
1876,4-Seam Fastball
1877,4-Seam Fastball
1878,4-Seam Fastball
1879,Curveball
1880,4-Seam Fastball
1881,4-Seam Fastball
1882,4-Seam Fastball
1883,4-Seam Fastball
1884,Curveball
1885,4-Seam Fastball
1886,Split-Finger
1887,Split-Finger
1888,4-Seam Fastball
1889,4-Seam Fastball
1890,Split-Finger
1891,4-Seam Fastball
1892,Split-Finger
1893,Split-Finger
1894,Cutter
1895,Curveball
1896,4-Seam Fastball
1897,Cutter
1898,Split-Finger
1899,4-Seam Fastball
1900,4-Seam Fastball
1901,Slider
1902,Split-Finger
1903,4-Seam Fastball
1904,Slider
1905,Curveball
1906,Split-Finger
1907,Cutter
1908,Curveball
1909,4-Seam Fastball
1910,Split-Finger
1911,4-Seam Fastball
1912,Split-Finger
1913,Split-Finger
1914,Split-Finger
1915,4-Seam Fastball
1916,4-Seam Fastball
1917,Split-Finger
1918,Cutter
1919,Split-Finger
1920,Curveball
1921,4-Seam Fastball
1922,Split-Finger
1923,4-Seam Fastball
1924,4-Seam Fastball
1925,4-Seam Fastball
1926,4-Seam Fastball
1927,4-Seam Fastball
1928,4-Seam Fastball
1929,4-Seam Fastball
1930,Cutter
1931,Split-Finger
1932,Curveball
1933,4-Seam Fastball
1934,4-Seam Fastball
1935,4-Seam Fastball
1936,Slider
1937,Cutter
1938,4-Seam Fastball
1939,Cutter
1940,Curveball
1941,Split-Finger
1942,Split-Finger
1943,Split-Finger
1944,Split-Finger
1945,Cutter
1946,4-Seam Fastball
1947,Cutter
1948,4-Seam Fastball
1949,Split-Finger
1950,Split-Finger
1951,Cutter
1952,Cutter
1953,Curveball
1954,Split-Finger
1955,Split-Finger
1956,Curveball
1957,4-Seam Fastball
1958,Curveball
1959,4-Seam Fastball
1960,Cutter
1961,Slider
1962,Split-Finger
1963,4-Seam Fastball
1964,Cutter
1965,4-Seam Fastball
1966,Split-Finger
1967,4-Seam Fastball
1968,Curveball
1969,4-Seam Fastball
1970,Split-Finger
1971,Cutter
1972,Cutter
1973,Split-Finger
1974,Curveball
1975,4-Seam Fastball
1976,Cutter
1977,Split-Finger
1978,4-Seam Fastball
1979,Cutter
1980,4-Seam Fastball
1981,Split-Finger
1982,Split-Finger
1983,Cutter
1984,4-Seam Fastball
1985,Split-Finger
1986,Curveball
1987,4-Seam Fastball
1988,Split-Finger
1989,Cutter
1990,4-Seam Fastball
1991,4-Seam Fastball
1992,Cutter
1993,Split-Finger
1994,Curveball
1995,Slider
1996,Cutter
1997,Curveball
1998,4-Seam Fastball
1999,4-Seam Fastball
2000,Cutter
2001,Split-Finger
2002,Curveball
2003,Split-Finger
2004,Cutter
2005,Split-Finger
2006,Split-Finger
2007,Cutter
2008,Cutter
2009,Curveball
2010,4-Seam Fastball
2011,4-Seam Fastball
2012,4-Seam Fastball
2013,4-Seam Fastball
2014,4-Seam Fastball
2015,4-Seam Fastball
2016,Curveball
2017,Slider
2018,4-Seam Fastball
2019,4-Seam Fastball
2020,Split-Finger
2021,Curveball
2022,Split-Finger
2023,Cutter
2024,Split-Finger
2025,Split-Finger
2026,Split-Finger
2027,4-Seam Fastball
2028,Curveball
2029,4-Seam Fastball
2030,Split-Finger
2031,4-Seam Fastball
2032,4-Seam Fastball
2033,Curveball
2034,Split-Finger
2035,4-Seam Fastball
2036,4-Seam Fastball
2037,Curveball
2038,Split-Finger
2039,4-Seam Fastball
2040,Curveball
2041,Cutter
2042,Split-Finger
2043,Split-Finger
2044,4-Seam Fastball
2045,Slider
2046,Cutter
2047,Cutter
2048,4-Seam Fastball
2049,Curveball
2050,Slider
2051,4-Seam Fastball
2052,4-Seam Fastball
2053,Curveball
2054,Slider
2055,Cutter
2056,Split-Finger
2057,Curveball
2058,Curveball
2059,4-Seam Fastball
2060,4-Seam Fastball
2061,Cutter
2062,Split-Finger
2063,Cutter
2064,4-Seam Fastball
2065,4-Seam Fastball
2066,Split-Finger
2067,4-Seam Fastball
2068,Slider
2069,Split-Finger
2070,Curveball
2071,4-Seam Fastball
2072,Cutter
2073,Split-Finger
2074,Split-Finger
2075,4-Seam Fastball
2076,Cutter
2077,Split-Finger
2078,Split-Finger
2079,Cutter
2080,Split-Finger
2081,Split-Finger
2082,Cutter
2083,Curveball
2084,Split-Finger
2085,Cutter
2086,Cutter
2087,4-Seam Fastball
2088,4-Seam Fastball
2089,Curveball
2090,Cutter
2091,Split-Finger
2092,4-Seam Fastball
2093,Curveball
2094,4-Seam Fastball
2095,Cutter
2096,Split-Finger
2097,Curveball
2098,4-Seam Fastball
2099,Split-Finger
2100,Cutter
2101,Split-Finger
2102,Split-Finger
2103,Slider
2104,Split-Finger
2105,Cutter
2106,4-Seam Fastball
2107,4-Seam Fastball
2108,Curveball
2109,4-Seam Fastball
2110,Split-Finger
2111,4-Seam Fastball
2112,Cutter
2113,Curveball
2114,4-Seam Fastball
2115,Split-Finger
2116,Split-Finger
2117,Curveball
2118,Curveball
2119,Split-Finger
2120,4-Seam Fastball
2121,4-Seam Fastball
2122,Split-Finger
2123,Cutter
2124,4-Seam Fastball
2125,Split-Finger
2126,Split-Finger
2127,Cutter
2128,4-Seam Fastball
2129,Split-Finger
2130,4-Seam Fastball
2131,4-Seam Fastball
2132,Split-Finger
2133,4-Seam Fastball
2134,4-Seam Fastball
2135,4-Seam Fastball
2136,Curveball
2137,4-Seam Fastball
2138,Curveball
2139,4-Seam Fastball
2140,Curveball
2141,Cutter
2142,4-Seam Fastball
2143,Split-Finger
2144,4-Seam Fastball
2145,4-Seam Fastball
2146,4-Seam Fastball
2147,Curveball
2148,Cutter
2149,4-Seam Fastball
2150,Cutter
2151,Split-Finger
2152,Cutter
2153,Split-Finger
2154,Cutter
2155,Cutter
2156,Curveball
2157,Split-Finger
2158,4-Seam Fastball
2159,Slider
2160,4-Seam Fastball
2161,Slider
2162,4-Seam Fastball
2163,Curveball
2164,Split-Finger
2165,4-Seam Fastball
2166,4-Seam Fastball
2167,4-Seam Fastball
2168,4-Seam Fastball
2169,Split-Finger
2170,Split-Finger
2171,4-Seam Fastball
2172,4-Seam Fastball
2173,Split-Finger
2174,4-Seam Fastball
2175,Split-Finger
2176,4-Seam Fastball
2177,4-Seam Fastball
2178,Split-Finger
2179,Split-Finger
2180,Curveball
2181,Split-Finger
2182,4-Seam Fastball
2183,4-Seam Fastball
2184,Split-Finger
2185,Curveball
2186,4-Seam Fastball
2187,Split-Finger
2188,Split-Finger
2189,4-Seam Fastball
2190,4-Seam Fastball
2191,Split-Finger
2192,4-Seam Fastball
2193,Cutter
2194,Curveball
2195,4-Seam Fastball
2196,Curveball
2197,Cutter
2198,4-Seam Fastball
2199,4-Seam Fastball
2200,Curveball
2201,Cutter
2202,4-Seam Fastball
2203,4-Seam Fastball
2204,4-Seam Fastball
2205,Curveball
2206,4-Seam Fastball
2207,Cutter
2208,Split-Finger
2209,4-Seam Fastball
2210,4-Seam Fastball
2211,4-Seam Fastball
2212,4-Seam Fastball
2213,4-Seam Fastball
2214,Cutter
2215,Cutter
2216,Cutter
2217,Cutter
2218,4-Seam Fastball
2219,4-Seam Fastball
2220,Curveball
2221,Split-Finger
2222,Split-Finger
2223,Curveball
2224,4-Seam Fastball
2225,Cutter
2226,4-Seam Fastball
2227,Cutter
2228,Split-Finger
2229,4-Seam Fastball
2230,Split-Finger
2231,4-Seam Fastball
2232,4-Seam Fastball
2233,Slider
2234,4-Seam Fastball
2235,Split-Finger
2236,Curveball
2237,4-Seam Fastball
2238,4-Seam Fastball
2239,Split-Finger
2240,Cutter
2241,Curveball
2242,4-Seam Fastball
2243,4-Seam Fastball
2244,4-Seam Fastball
2245,Slider
2246,Split-Finger
2247,Curveball
2248,Cutter
2249,Split-Finger
2250,4-Seam Fastball
2251,4-Seam Fastball
2252,4-Seam Fastball
2253,Slider
2254,Split-Finger
2255,Cutter
2256,Split-Finger
2257,Curveball
2258,4-Seam Fastball
2259,Split-Finger
2260,Curveball
2261,Split-Finger
2262,Curveball
2263,Cutter
2264,Curveball
2265,4-Seam Fastball
2266,Curveball
2267,Split-Finger
2268,Curveball
2269,Cutter
2270,Cutter
2271,Split-Finger
2272,Split-Finger
2273,Curveball
2274,4-Seam Fastball
2275,Split-Finger
2276,Cutter
2277,Split-Finger
2278,Curveball
2279,4-Seam Fastball
2280,Split-Finger
2281,Cutter
2282,Cutter
2283,4-Seam Fastball
2284,Cutter
2285,Split-Finger
2286,Curveball
2287,Cutter
2288,Split-Finger
2289,4-Seam Fastball
2290,4-Seam Fastball
2291,4-Seam Fastball
2292,Split-Finger
2293,4-Seam Fastball
2294,Split-Finger
2295,Curveball
2296,4-Seam Fastball
2297,Curveball
2298,Split-Finger
2299,4-Seam Fastball
2300,Cutter
2301,4-Seam Fastball
2302,Split-Finger
2303,Cutter
2304,4-Seam Fastball
2305,Cutter
2306,Curveball
2307,Curveball
2308,4-Seam Fastball
2309,4-Seam Fastball
2310,Cutter
2311,Curveball
2312,4-Seam Fastball
2313,Split-Finger
2314,Split-Finger
2315,4-Seam Fastball
2316,Split-Finger
2317,Cutter
2318,4-Seam Fastball
2319,Cutter
2320,Split-Finger
2321,Curveball
2322,4-Seam Fastball
2323,4-Seam Fastball
2324,4-Seam Fastball
2325,4-Seam Fastball
2326,4-Seam Fastball
2327,Cutter
2328,Cutter
2329,4-Seam Fastball
2330,Cutter
2331,Split-Finger
2332,Cutter
2333,4-Seam Fastball
2334,Split-Finger
2335,4-Seam Fastball
2336,Curveball
2337,Cutter
2338,Curveball
2339,4-Seam Fastball
2340,4-Seam Fastball
2341,Split-Finger
2342,Slider
2343,4-Seam Fastball
2344,Split-Finger
2345,Cutter
2346,4-Seam Fastball
2347,Split-Finger
2348,Cutter
2349,Cutter
2350,Curveball
2351,4-Seam Fastball
2352,Cutter
2353,Cutter
2354,Split-Finger
2355,4-Seam Fastball
2356,4-Seam Fastball
2357,Split-Finger
2358,Slider
2359,4-Seam Fastball
2360,4-Seam Fastball
2361,4-Seam Fastball
2362,Split-Finger
2363,Split-Finger
2364,Cutter
2365,Curveball
2366,4-Seam Fastball
2367,Split-Finger
2368,Split-Finger
2369,4-Seam Fastball
2370,4-Seam Fastball
2371,Cutter
2372,Curveball
2373,4-Seam Fastball
2374,Split-Finger
2375,Curveball
2376,4-Seam Fastball
2377,Split-Finger
2378,Curveball
2379,Split-Finger
2380,Cutter
2381,4-Seam Fastball
2382,4-Seam Fastball
2383,Cutter
2384,Curveball
2385,4-Seam Fastball
2386,4-Seam Fastball
2387,Cutter
2388,Split-Finger
2389,Split-Finger
2390,4-Seam Fastball
2391,Curveball
2392,Curveball
2393,Split-Finger
2394,Split-Finger
2395,Split-Finger
2396,Cutter
2397,Slider
2398,4-Seam Fastball
2399,4-Seam Fastball
2400,4-Seam Fastball
2401,Split-Finger
2402,4-Seam Fastball
2403,Cutter
2404,Curveball
2405,Split-Finger
2406,Split-Finger
2407,4-Seam Fastball
2408,Split-Finger
2409,Curveball
2410,Split-Finger
2411,Split-Finger
2412,Cutter
2413,Cutter
2414,Slider
2415,4-Seam Fastball
2416,4-Seam Fastball
2417,4-Seam Fastball
2418,Split-Finger
2419,Cutter
2420,4-Seam Fastball
2421,Cutter
2422,Cutter
2423,4-Seam Fastball
2424,4-Seam Fastball
2425,Cutter
2426,Split-Finger
2427,4-Seam Fastball
2428,Slider
2429,4-Seam Fastball
2430,Slider
2431,Split-Finger
2432,4-Seam Fastball
2433,Split-Finger
2434,4-Seam Fastball
2435,Split-Finger
2436,Curveball
2437,4-Seam Fastball
2438,4-Seam Fastball
2439,4-Seam Fastball
2440,4-Seam Fastball
2441,Split-Finger
2442,4-Seam Fastball
2443,Split-Finger
2444,4-Seam Fastball
2445,4-Seam Fastball
2446,Split-Finger
2447,4-Seam Fastball
2448,Split-Finger
2449,Split-Finger
2450,4-Seam Fastball
2451,Slider
2452,Cutter
2453,Curveball
2454,4-Seam Fastball
2455,Cutter
2456,4-Seam Fastball
2457,Split-Finger
2458,Cutter
2459,Cutter
2460,Split-Finger
2461,Split-Finger
2462,4-Seam Fastball
2463,Split-Finger
2464,Split-Finger
2465,Cutter
2466,Cutter
2467,Slider
2468,Cutter
2469,4-Seam Fastball
2470,Cutter
2471,Split-Finger
2472,Split-Finger
2473,Curveball
2474,Split-Finger
2475,4-Seam Fastball
2476,Cutter
2477,4-Seam Fastball
2478,Cutter
2479,Cutter
2480,4-Seam Fastball
2481,4-Seam Fastball
2482,Cutter
2483,4-Seam Fastball
2484,4-Seam Fastball
2485,4-Seam Fastball
2486,Cutter
2487,Curveball
2488,4-Seam Fastball
2489,4-Seam Fastball
2490,Cutter
2491,Cutter
2492,Split-Finger
2493,Cutter
2494,4-Seam Fastball
2495,Split-Finger
2496,Curveball
2497,Split-Finger
2498,Curveball
2499,4-Seam Fastball
2500,Split-Finger
2501,4-Seam Fastball
